site,replicate,trap,year,season,bare_ground,litter,rock,protea,restio,erica,strandveld,succ_karoo,tot_veg
7,4,10,2023,March,73,10,2,0,10,5,0,0,15
8,1,1,2023,March,30,15,5,0,20,30,0,0,50
8,1,2,2023,March,29,10,1,0,50,10,0,0,60
8,1,3,2023,March,10,10,0,0,60,20,0,0,80
8,1,4,2023,March,5,10,0,0,15,70,0,0,85
8,1,5,2023,March,5,20,0,0,10,65,0,0,75
8,1,6,2023,March,5,15,0,0,60,20,0,0,80
8,1,7,2023,March,20,10,0,0,55,15,0,0,70
8,1,8,2023,March,35,15,5,0,35,10,0,0,45
8,1,9,2023,March,50,10,10,0,20,10,0,0,30
8,1,10,2023,March,55,10,10,0,25,0,0,0,25
8,2,1,2023,March,40,10,10,0,20,20,0,0,40
8,2,2,2023,March,55,10,5,0,15,15,0,0,30
8,2,3,2023,March,55,10,5,0,15,15,0,0,30
8,2,4,2023,March,10,15,5,0,40,30,0,0,70
8,2,5,2023,March,20,15,5,0,15,45,0,0,60
8,2,6,2023,March,20,15,10,0,15,40,0,0,55
8,2,7,2023,March,35,10,5,0,20,30,0,0,50
8,2,8,2023,March,20,10,5,0,30,35,0,0,65
8,2,9,2023,March,20,10,40,0,15,15,0,0,30
8,2,10,2023,March,35,20,10,0,15,20,0,0,35
8,3,1,2023,March,35,15,15,0,0,35,0,0,35
8,3,2,2023,March,15,10,20,0,20,35,0,0,55
8,3,3,2023,March,5,15,15,0,10,55,0,0,65
8,3,4,2023,March,10,10,15,0,10,55,0,0,65
8,3,5,2023,March,10,25,5,5,20,35,0,0,60
8,3,6,2023,March,20,10,10,0,10,50,0,0,60
8,3,7,2023,March,5,10,15,0,15,55,0,0,70
8,3,8,2023,March,15,10,10,10,10,45,0,0,65
8,3,9,2023,March,10,15,15,0,20,40,0,0,60
8,3,10,2023,March,20,15,15,0,5,45,0,0,50
8,4,1,2023,March,10,10,20,25,5,30,0,0,60
8,4,2,2023,March,25,15,5,0,35,20,0,0,55
8,4,3,2023,March,10,15,15,20,25,15,0,0,60
8,4,4,2023,March,15,10,15,10,20,30,0,0,60
8,4,5,2023,March,30,15,25,0,10,20,0,0,30
8,4,6,2023,March,25,10,10,10,15,30,0,0,55
8,4,7,2023,March,15,5,15,25,10,20,0,0,55
8,4,8,2023,March,30,10,10,5,25,20,0,0,50
8,4,9,2023,March,35,15,5,0,30,15,0,0,45
8,4,10,2023,March,40,10,5,15,10,20,0,0,45
9,1,1,2023,March,10,5,5,0,20,60,0,0,80
9,1,2,2023,March,5,5,5,0,15,70,0,0,85
9,1,3,2023,March,10,5,5,15,20,45,0,0,80
9,1,4,2023,March,10,5,5,2,15,63,0,0,80
9,1,5,2023,March,10,10,10,0,20,50,0,0,70
9,1,6,2023,March,10,5,3,0,15,67,0,0,82
9,1,7,2023,March,5,10,5,0,20,60,0,0,80
9,1,8,2023,March,10,5,5,0,15,65,0,0,80
9,1,9,2023,March,10,5,10,0,30,45,0,0,75
9,1,10,2023,March,10,10,10,0,25,45,0,0,70
9,2,1,2023,March,15,5,25,1,15,39,0,0,55
9,2,2,2023,March,10,10,5,0,30,45,0,0,75
9,2,3,2023,March,15,5,15,0,15,50,0,0,65
9,2,4,2023,March,20,5,10,5,30,30,0,0,65
9,2,5,2023,March,15,15,10,0,15,45,0,0,60
9,2,6,2023,March,10,10,5,0,60,15,0,0,75
9,2,7,2023,March,15,15,35,5,20,10,0,0,35
9,2,8,2023,March,15,15,20,0,20,30,0,0,50
9,2,9,2023,March,15,10,10,0,45,20,0,0,65
9,2,10,2023,March,5,15,20,10,35,15,0,0,60
9,3,1,2023,March,15,10,25,0,15,35,0,0,50
9,3,2,2023,March,20,10,25,10,15,20,0,0,45
9,3,3,2023,March,15,5,20,10,20,30,0,0,60
9,3,4,2023,March,15,10,25,0,20,30,0,0,50
9,3,5,2023,March,20,5,15,0,25,35,0,0,60
9,3,6,2023,March,24,15,10,1,35,15,0,0,51
9,3,7,2023,March,15,5,1,5,10,64,0,0,79
9,3,8,2023,March,15,5,15,0,35,30,0,0,65
9,3,9,2023,March,15,10,5,30,15,25,0,0,70
9,3,10,2023,March,15,5,10,0,20,50,0,0,70
9,4,1,2023,March,5,5,30,0,30,30,0,0,60
9,4,2,2023,March,5,10,10,0,25,50,0,0,75
9,4,3,2023,March,10,10,20,0,15,45,0,0,60
9,4,4,2023,March,10,5,15,0,20,50,0,0,70
9,4,5,2023,March,5,10,5,5,30,45,0,0,80
9,4,6,2023,March,10,10,10,0,50,20,0,0,70
9,4,7,2023,March,5,5,20,0,35,35,0,0,70
9,4,8,2023,March,5,5,25,0,35,30,0,0,65
9,4,9,2023,March,5,10,10,20,25,30,0,0,75
9,4,10,2023,March,5,15,15,0,25,40,0,0,65
10,1,1,2023,March,5,5,30,0,30,30,0,0,60
10,1,2,2023,March,5,10,10,0,25,50,0,0,75
10,1,3,2023,March,10,10,20,0,15,45,0,0,60
10,1,4,2023,March,10,5,15,0,20,50,0,0,70
10,1,5,2023,March,5,10,5,5,30,45,0,0,80
10,1,6,2023,March,10,10,10,0,50,20,0,0,70
10,1,7,2023,March,5,5,20,0,35,35,0,0,70
10,1,8,2023,March,5,5,25,0,35,30,0,0,65
10,1,9,2023,March,5,10,10,20,25,30,0,0,75
10,1,10,2023,March,5,15,15,0,25,40,0,0,65
10,2,1,2023,March,10,10,35,0,20,25,0,0,45
10,2,2,2023,March,10,5,40,0,30,15,0,0,45
10,2,3,2023,March,10,10,35,35,0,10,0,0,45
10,2,4,2023,March,5,15,50,0,25,5,0,0,30
10,2,5,2023,March,10,10,40,0,35,5,0,0,40
10,2,6,2023,March,10,10,35,0,30,15,0,0,45
10,2,7,2023,March,10,10,40,0,30,10,0,0,40
10,2,8,2023,March,5,10,50,0,25,10,0,0,35
10,2,9,2023,March,10,15,20,0,30,25,0,0,55
10,2,10,2023,March,10,10,30,0,40,10,0,0,50
10,3,1,2023,March,10,10,45,0,20,15,0,0,35
10,3,2,2023,March,15,10,55,0,15,5,0,0,20
10,3,3,2023,March,20,15,0,20,30,15,0,0,65
10,3,4,2023,March,10,10,30,2,33,15,0,0,50
10,3,5,2023,March,10,5,20,0,50,15,0,0,65
10,3,6,2023,March,20,10,25,10,25,10,0,0,45
10,3,7,2023,March,10,10,55,0,20,5,0,0,25
10,3,8,2023,March,10,5,60,0,20,5,0,0,25
10,3,9,2023,March,20,10,10,0,40,20,0,0,60
10,3,10,2023,March,45,10,5,0,25,15,0,0,40
10,4,1,2023,March,5,10,45,0,30,10,0,0,40
10,4,2,2023,March,10,10,40,0,35,5,0,0,40
10,4,3,2023,March,10,15,30,0,35,10,0,0,45
10,4,4,2023,March,5,10,40,0,40,5,0,0,45
10,4,5,2023,March,5,10,45,0,20,20,0,0,40
10,4,6,2023,March,30,5,25,0,20,20,0,0,40
10,4,7,2023,March,20,10,35,0,20,15,0,0,35
10,4,8,2023,March,10,5,30,10,25,20,0,0,55
10,4,9,2023,March,10,10,25,25,15,15,0,0,55
10,4,10,2023,March,10,5,25,0,40,20,0,0,60
11,1,1,2023,March,30,15,20,0,35,0,0,0,35
11,1,2,2023,March,15,20,10,0,55,0,0,0,55
11,1,3,2023,March,5,20,15,0,55,5,0,0,60
11,1,4,2023,March,5,10,50,0,35,0,0,0,35
11,1,5,2023,March,15,10,15,0,55,5,0,0,60
11,1,6,2023,March,29,10,1,0,60,0,0,0,60
11,1,7,2023,March,25,5,10,0,60,0,0,0,60
11,1,8,2023,March,5,15,10,0,70,0,0,0,70
11,1,9,2023,March,20,15,10,0,55,0,0,0,55
11,1,10,2023,March,5,15,45,0,35,0,0,0,35
11,2,1,2023,March,20,15,20,0,45,0,0,0,45
11,2,2,2023,March,15,10,35,0,40,0,0,0,40
11,2,3,2023,March,10,15,30,0,45,0,0,0,45
11,2,4,2023,March,35,5,10,0,50,0,0,0,50
11,2,5,2023,March,20,10,20,0,50,0,0,0,50
11,2,6,2023,March,15,15,50,0,20,0,0,0,20
11,2,7,2023,March,0,25,50,0,20,5,0,0,25
11,2,8,2023,March,50,5,0,0,45,0,0,0,45
11,2,9,2023,March,35,15,0,0,50,0,0,0,50
11,2,10,2023,March,20,25,15,0,40,0,0,0,40
11,3,1,2023,March,10,20,20,0,35,15,0,0,50
11,3,2,2023,March,5,20,35,0,35,5,0,0,40
11,3,3,2023,March,35,20,0,0,45,0,0,0,45
11,3,4,2023,March,20,25,15,0,40,0,0,0,40
11,3,5,2023,March,3,25,0,0,57,15,0,0,72
11,3,6,2023,March,24,30,1,0,0,45,0,0,45
11,3,7,2023,March,25,25,0,0,45,5,0,0,50
11,3,8,2023,March,5,30,15,0,50,0,0,0,50
11,3,9,2023,March,20,15,15,0,50,0,0,0,50
11,3,10,2023,March,20,15,1,0,63,0,0,0,63
11,4,1,2023,March,5,15,0,0,80,0,0,0,80
11,4,2,2023,March,15,10,0,0,75,0,0,0,75
11,4,3,2023,March,20,15,0,0,63,2,0,0,65
11,4,4,2023,March,20,20,0,0,55,5,0,0,60
11,4,5,2023,March,5,20,0,0,75,0,0,0,75
11,4,6,2023,March,15,30,0,0,55,0,0,0,55
11,4,7,2023,March,15,25,0,0,60,0,0,0,60
11,4,8,2023,March,5,20,0,0,75,0,0,0,75
11,4,9,2023,March,15,15,0,0,70,0,0,0,70
11,4,10,2023,March,10,15,10,0,65,0,0,0,65
12,1,1,2023,March,5,5,35,0,40,15,0,0,55
12,1,2,2023,March,5,5,55,0,30,5,0,0,35
12,1,3,2023,March,5,5,60,0,15,15,0,0,30
12,1,4,2023,March,5,10,50,0,15,20,0,0,35
12,1,5,2023,March,10,5,50,0,10,25,0,0,35
12,1,6,2023,March,5,5,50,0,25,15,0,0,40
12,1,7,2023,March,10,15,35,0,15,25,0,0,40
12,1,8,2023,March,5,5,50,0,20,20,0,0,40
12,1,9,2023,March,5,5,50,0,15,25,0,0,40
12,1,10,2023,March,5,10,50,0,25,10,0,0,35
12,2,1,2023,March,15,5,60,15,5,0,0,0,20
12,2,2,2023,March,5,5,55,0,30,5,0,0,35
12,2,3,2023,March,5,5,50,0,30,10,0,0,40
12,2,4,2023,March,5,20,20,45,0,10,0,0,55
12,2,5,2023,March,5,5,55,0,30,5,0,0,35
12,2,6,2023,March,5,10,25,0,35,25,0,0,60
12,2,7,2023,March,5,20,30,0,40,5,0,0,45
12,2,8,2023,March,10,5,60,0,15,10,0,0,25
12,2,9,2023,March,10,10,45,0,25,10,0,0,35
12,2,10,2023,March,10,5,55,0,20,10,0,0,30
12,3,1,2023,March,5,5,50,0,20,20,0,0,40
12,3,2,2023,March,5,5,45,0,30,15,0,0,45
12,3,3,2023,March,5,49,30,0,15,1,0,0,16
12,3,4,2023,March,5,5,60,0,25,5,0,0,30
12,3,5,2023,March,10,3,67,0,15,5,0,0,20
12,3,6,2023,March,5,5,30,0,15,45,0,0,60
12,3,7,2023,March,15,5,45,0,15,20,0,0,35
12,3,8,2023,March,10,10,50,0,20,10,0,0,30
12,3,9,2023,March,10,10,25,0,40,15,0,0,55
12,3,10,2023,March,5,10,35,0,40,10,0,0,50
12,4,1,2023,March,10,5,45,0,30,10,0,0,40
12,4,2,2023,March,5,5,65,0,20,5,0,0,25
12,4,3,2023,March,10,5,55,0,20,10,0,0,30
12,4,4,2023,March,5,5,69,0,20,1,0,0,21
12,4,5,2023,March,5,5,55,0,30,5,0,0,35
12,4,6,2023,March,10,3,37,0,30,20,0,0,50
12,4,7,2023,March,15,5,55,0,15,10,0,0,25
12,4,8,2023,March,10,5,55,0,10,20,0,0,30
12,4,9,2023,March,20,5,50,0,10,15,0,0,25
12,4,10,2023,March,5,10,35,0,30,20,0,0,50
13,1,1,2023,March,15,25,10,0,30,20,0,0,50
13,1,2,2023,March,5,10,15,10,10,50,0,0,70
13,1,3,2023,March,15,15,15,0,25,30,0,0,55
13,1,4,2023,March,50,5,10,0,15,20,0,0,35
13,1,5,2023,March,30,20,10,0,20,20,0,0,40
13,1,6,2023,March,40,10,5,0,35,10,0,0,45
13,1,7,2023,March,25,10,0,0,55,10,0,0,65
13,1,8,2023,March,15,15,0,5,40,25,0,0,70
13,1,9,2023,March,20,10,5,5,35,25,0,0,65
13,1,10,2023,March,25,15,10,5,20,25,0,0,50
13,2,1,2023,March,30,10,15,5,35,5,0,0,45
13,2,2,2023,March,10,10,20,25,30,5,0,0,60
13,2,3,2023,March,15,10,25,25,25,0,0,0,50
13,2,4,2023,March,10,10,15,20,45,0,0,0,65
13,2,5,2023,March,10,10,10,55,15,0,0,0,70
13,2,6,2023,March,5,5,5,75,10,0,0,0,85
13,2,7,2023,March,20,15,30,15,10,10,0,0,35
13,2,8,2023,March,10,15,5,25,40,5,0,0,70
13,2,9,2023,March,20,15,15,20,30,0,0,0,50
13,2,10,2023,March,35,15,15,20,15,0,0,0,35
13,3,1,2023,March,15,15,20,0,25,25,0,0,50
13,3,2,2023,March,25,15,25,10,20,5,0,0,35
13,3,3,2023,March,20,15,20,5,20,20,0,0,45
13,3,4,2023,March,15,5,30,0,30,20,0,0,50
13,3,5,2023,March,10,5,55,0,25,5,0,0,30
13,3,6,2023,March,15,15,30,0,35,5,0,0,40
13,3,7,2023,March,35,15,20,5,20,5,0,0,30
13,3,8,2023,March,10,10,40,2,28,10,0,0,40
13,3,9,2023,March,35,10,20,0,25,10,0,0,35
13,3,10,2023,March,15,10,10,0,30,35,0,0,65
13,4,1,2023,March,25,15,20,0,35,5,0,0,40
13,4,2,2023,March,15,15,35,0,25,10,0,0,35
13,4,3,2023,March,10,20,45,0,20,5,0,0,25
13,4,4,2023,March,10,15,25,0,20,30,0,0,50
13,4,5,2023,March,10,15,40,0,25,10,0,0,35
13,4,6,2023,March,5,20,30,0,30,15,0,0,45
13,4,7,2023,March,25,15,20,25,0,15,0,0,40
13,4,8,2023,March,5,10,25,15,40,5,0,0,60
13,4,9,2023,March,10,10,35,5,35,5,0,0,45
13,4,10,2023,March,5,10,45,0,25,15,0,0,40
14,1,1,2023,March,15,15,0,0,35,35,0,0,70
14,1,2,2023,March,5,10,0,0,25,60,0,0,85
14,1,3,2023,March,5,5,0,0,35,55,0,0,90
14,1,4,2023,March,3,10,0,0,62,25,0,0,87
14,1,5,2023,March,5,10,0,0,60,25,0,0,85
14,1,6,2023,March,5,15,0,0,70,10,0,0,80
14,1,7,2023,March,15,15,0,0,45,25,0,0,70
14,1,8,2023,March,2,5,0,0,88,5,0,0,93
14,1,9,2023,March,10,15,0,0,35,40,0,0,75
14,1,10,2023,March,10,10,0,0,40,40,0,0,80
14,2,1,2023,March,20,15,25,0,25,15,0,0,40
14,2,2,2023,March,30,10,20,0,15,25,0,0,40
14,2,3,2023,March,20,10,25,0,25,20,0,0,45
14,2,4,2023,March,30,10,20,0,25,15,0,0,40
14,2,5,2023,March,40,5,20,0,15,20,0,0,35
14,2,6,2023,March,20,10,20,0,45,5,0,0,50
14,2,7,2023,March,50,10,20,0,10,10,0,0,20
14,2,8,2023,March,30,10,15,0,20,25,0,0,45
14,2,9,2023,March,20,10,10,0,25,35,0,0,60
14,2,10,2023,March,30,15,0,0,40,15,0,0,55
14,3,1,2023,March,10,5,60,0,10,15,0,0,25
14,3,2,2023,March,45,15,5,0,35,0,0,0,35
14,3,3,2023,March,15,15,40,0,25,5,0,0,30
14,3,4,2023,March,48,20,2,0,30,0,0,0,30
14,3,5,2023,March,30,15,0,0,45,10,0,0,55
14,3,6,2023,March,25,10,40,0,20,5,0,0,25
14,3,7,2023,March,30,15,15,0,30,10,0,0,40
14,3,8,2023,March,40,25,0,0,35,0,0,0,35
14,3,9,2023,March,45,15,0,0,30,10,0,0,40
14,3,10,2023,March,25,15,20,0,35,5,0,0,40
14,4,1,2023,March,25,15,5,0,35,20,0,0,55
14,4,2,2023,March,35,15,0,0,50,0,0,0,50
14,4,3,2023,March,30,20,0,0,50,0,0,0,50
14,4,4,2023,March,50,15,0,0,35,0,0,0,35
14,4,5,2023,March,35,15,0,0,30,20,0,0,50
14,4,6,2023,March,35,10,0,0,40,15,0,0,55
14,4,7,2023,March,35,15,0,0,40,10,0,0,50
14,4,8,2023,March,40,15,0,0,25,20,0,0,45
14,4,9,2023,March,30,15,0,0,35,20,0,0,55
14,4,10,2023,March,40,10,0,0,40,10,0,0,50
15,1,1,2023,March,30,20,0,0,25,25,0,0,50
15,1,2,2023,March,15,15,0,0,40,30,0,0,70
15,1,3,2023,March,25,20,0,0,35,20,0,0,55
15,1,4,2023,March,20,25,0,0,45,10,0,0,55
15,1,5,2023,March,45,20,0,0,35,0,0,0,35
15,1,6,2023,March,40,15,5,0,40,0,0,0,40
15,1,7,2023,March,35,20,1,0,39,5,0,0,44
15,1,8,2023,March,35,15,0,0,35,15,0,0,50
15,1,9,2023,March,25,25,0,0,35,15,0,0,50
15,1,10,2023,March,20,15,0,0,40,25,0,0,65
15,2,1,2023,March,20,10,0,0,35,35,0,0,70
15,2,2,2023,March,20,10,0,0,20,50,0,0,70
15,2,3,2023,March,10,30,0,0,40,20,0,0,60
15,2,4,2023,March,15,20,0,30,15,20,0,0,65
15,2,5,2023,March,40,20,0,0,30,10,0,0,40
15,2,6,2023,March,20,25,1,0,54,0,0,0,54
15,2,7,2023,March,45,20,0,0,35,0,0,0,35
15,2,8,2023,March,10,30,0,0,50,10,0,0,60
15,2,9,2023,March,35,25,0,0,40,0,0,0,40
15,2,10,2023,March,15,25,0,0,35,25,0,0,60
15,3,1,2023,March,20,15,0,0,45,20,0,0,65
15,3,2,2023,March,30,15,0,0,55,0,0,0,55
15,3,3,2023,March,30,20,0,0,50,0,0,0,50
15,3,4,2023,March,35,25,0,0,40,0,0,0,40
15,3,5,2023,March,50,15,0,0,35,0,0,0,35
15,3,6,2023,March,30,25,0,0,45,0,0,0,45
15,3,7,2023,March,25,15,0,0,40,20,0,0,60
15,3,8,2023,March,15,25,0,0,60,0,0,0,60
15,3,9,2023,March,25,20,0,0,55,0,0,0,55
15,3,10,2023,March,15,20,1,0,44,20,0,0,64
15,4,1,2023,March,35,25,5,0,35,0,0,0,35
15,4,2,2023,March,30,25,20,0,20,5,0,0,25
15,4,3,2023,March,55,20,0,0,25,0,0,0,25
15,4,4,2023,March,50,15,0,0,35,0,0,0,35
15,4,5,2023,March,35,20,0,0,45,0,0,0,45
15,4,6,2023,March,45,15,0,10,30,0,0,0,40
15,4,7,2023,March,45,15,0,0,30,10,0,0,40
15,4,8,2023,March,34,15,1,25,25,0,0,0,50
15,4,9,2023,March,3,10,15,0,5,77,0,0,82
15,4,10,2023,March,50,15,0,0,35,0,0,0,35
16,1,1,2023,March,20,15,20,0,40,5,0,0,45
16,1,2,2023,March,10,10,2,0,58,20,0,0,78
16,1,3,2023,March,30,25,5,0,25,15,0,0,40
16,1,4,2023,March,35,15,10,0,35,5,0,0,40
16,1,5,2023,March,25,15,20,0,30,10,0,0,40
16,1,6,2023,March,40,15,15,0,25,5,0,0,30
16,1,7,2023,March,40,10,10,0,20,20,0,0,40
16,1,8,2023,March,10,20,15,0,45,10,0,0,55
16,1,9,2023,March,20,20,5,0,45,10,0,0,55
16,1,10,2023,March,20,10,50,0,15,5,0,0,20
16,2,1,2023,March,50,15,10,0,25,0,0,0,25
16,2,2,2023,March,35,15,0,0,30,20,0,0,50
16,2,3,2023,March,35,20,0,0,25,20,0,0,45
16,2,4,2023,March,40,15,0,0,30,15,0,0,45
16,2,5,2023,March,35,15,0,0,40,10,0,0,50
16,2,6,2023,March,33,15,2,0,35,15,0,0,50
16,2,7,2023,March,35,10,0,25,20,10,0,0,55
16,2,8,2023,March,35,15,10,0,25,15,0,0,40
16,2,9,2023,March,65,10,0,0,20,5,0,0,25
16,2,10,2023,March,50,15,10,0,25,0,0,0,25
16,3,1,2023,March,25,10,40,0,15,10,0,0,25
16,3,2,2023,March,20,10,20,0,35,15,0,0,50
16,3,3,2023,March,25,10,20,0,30,15,0,0,45
16,3,4,2023,March,15,15,20,0,35,15,0,0,50
16,3,5,2023,March,15,15,20,0,40,10,0,0,50
16,3,6,2023,March,20,15,15,0,40,10,0,0,50
16,3,7,2023,March,10,5,50,0,15,20,0,0,35
16,3,8,2023,March,20,5,55,0,10,10,0,0,20
16,3,9,2023,March,20,15,45,0,15,5,0,0,20
16,3,10,2023,March,25,15,35,0,20,5,0,0,25
16,4,1,2023,March,15,35,10,0,20,20,0,0,40
16,4,2,2023,March,20,30,20,0,25,5,0,0,30
16,4,3,2023,March,30,15,15,0,30,10,0,0,40
16,4,4,2023,March,20,15,25,0,30,10,0,0,40
16,4,5,2023,March,35,10,25,0,20,10,0,0,30
16,4,6,2023,March,20,10,50,0,15,5,0,0,20
16,4,7,2023,March,20,15,15,0,20,30,0,0,50
16,4,8,2023,March,35,15,15,0,25,10,0,0,35
16,4,9,2023,March,35,20,10,0,35,0,0,0,35
16,4,10,2023,March,20,15,20,0,25,20,0,0,45
17,1,1,2023,March,20,10,15,0,0,0,0,55,55
17,1,2,2023,March,10,5,70,0,0,0,0,15,15
17,1,3,2023,March,25,10,45,0,0,0,0,20,20
17,1,4,2023,March,25,10,65,0,0,0,0,0,0
17,1,5,2023,March,40,10,45,0,0,0,0,5,5
17,1,6,2023,March,15,2,81,0,0,0,0,2,2
17,1,7,2023,March,50,2,48,0,0,0,0,0,0
17,1,8,2023,March,20,10,55,0,0,0,0,15,15
17,1,9,2023,March,20,5,60,0,0,0,0,15,15
17,1,10,2023,March,10,5,70,0,0,0,0,15,15
17,2,1,2023,March,45,5,30,0,0,0,0,20,20
17,2,2,2023,March,30,10,30,0,0,0,0,30,30
17,2,3,2023,March,20,5,75,0,0,0,0,0,0
17,2,4,2023,March,15,5,70,0,0,0,0,10,10
17,2,5,2023,March,15,10,70,0,0,0,0,5,5
17,2,6,2023,March,10,5,50,0,0,0,0,35,35
17,2,7,2023,March,25,5,60,0,0,0,0,10,10
17,2,8,2023,March,30,10,40,0,0,0,0,20,20
17,2,9,2023,March,50,5,45,0,0,0,0,0,0
17,2,10,2023,March,35,15,20,0,0,0,0,30,30
17,3,1,2023,March,20,5,70,0,0,0,0,5,5
17,3,2,2023,March,15,10,20,0,0,0,0,55,55
17,3,3,2023,March,20,10,40,0,0,0,0,30,30
17,3,4,2023,March,65,20,10,0,0,0,0,5,5
17,3,5,2023,March,35,30,25,0,0,0,0,10,10
17,3,6,2023,March,10,5,55,0,0,0,0,30,30
17,3,7,2023,March,20,10,55,0,0,0,0,15,15
17,3,8,2023,March,20,5,65,0,0,0,0,10,10
17,3,9,2023,March,50,15,20,0,0,0,0,15,15
17,3,10,2023,March,25,5,60,0,0,0,0,10,10
17,4,1,2023,March,40,5,10,0,0,0,0,45,45
17,4,2,2023,March,10,15,40,0,0,0,0,35,35
17,4,3,2023,March,10,10,55,0,0,0,0,25,25
17,4,4,2023,March,20,10,35,0,0,0,0,35,35
17,4,5,2023,March,35,5,55,0,0,0,0,5,5
17,4,6,2023,March,20,10,45,0,0,0,0,25,25
17,4,7,2023,March,40,5,35,0,0,0,0,20,20
17,4,8,2023,March,45,5,20,0,0,0,0,30,30
17,4,9,2023,March,20,20,60,0,0,0,0,0,0
17,4,10,2023,March,15,10,60,0,0,0,0,15,15
